user_id,age,gender,current_role,years_of_experience,current_industry,previous_roles,key_skills,certifications,desired_role,preferred_industry,short_term_goal,long_term_goal,learning_style,time_available_per_week,motivation_level,recommended_skills
130,27,Male,Software Engineer,10.7,Finance,Marketing Specialist,"Java, Cloud Computing, Project Management, Data Analysis",AWS Certified,Business Consultant,Finance,Upskilling,Entrepreneurship,Reading,15,3,"Python, Project Management, Leadership"
131,51,Female,Content Writer,14.7,Finance,Content Writer,"Leadership, Project Management",,Project Manager,IT,Upskilling,Leadership,Hands-on,11,1,Cloud Computing
132,36,Female,Content Writer,10.5,Healthcare,Marketing Specialist,"Python, Project Management",None,Business Consultant,Finance,Upskilling,Expertise,Reading,21,9,"Leadership, Cloud Computing"
133,31,Female,Software Engineer,13.2,Healthcare,"Content Writer, Data Analyst","Python, Java, Leadership, Project Management, SEO","Google Analytics, Scrum Master, PMP",Business Consultant,Education,Upskilling,Expertise,Collaborative,13,6,"Python, Data Analysis, Leadership"
134,35,Male,Content Writer,16.0,Finance,"Data Analyst, Content Writer","Leadership, SEO, Data Analysis, Project Management, Python",,Project Manager,Marketing,Promotion,Entrepreneurship,Reading,28,4,"SEO, Leadership, Project Management"
135,47,Male,Marketing Specialist,1.8,IT,"Marketing Specialist, HR Manager, Content Writer","Cloud Computing, Java","Scrum Master, AWS Certified, PMP",Project Manager,Marketing,Role Switch,Entrepreneurship,Reading,6,2,"Project Management, SEO, Cloud Computing"
136,38,Female,Marketing Specialist,19.2,Education,"HR Manager, Marketing Specialist","Data Analysis, Python, SEO, Cloud Computing, Project Management","Scrum Master, AWS Certified",Creative Director,IT,Upskilling,Expertise,Hands-on,13,5,Data Analysis
137,35,Male,Marketing Specialist,11.4,Finance,"Software Engineer, Content Writer","Java, SEO, Data Analysis","Google Analytics, AWS Certified, PMP",Creative Director,Finance,Upskilling,Leadership,Collaborative,13,5,"Leadership, Java"
138,23,Female,HR Manager,5.4,Education,"Software Engineer, Content Writer","SEO, Java, Cloud Computing, Project Management, Python",,Business Consultant,Healthcare,Role Switch,Expertise,Hands-on,10,10,"SEO, Python, Cloud Computing"
139,39,Male,Marketing Specialist,7.1,Marketing,Entrepreneur,"Java, Data Analysis, SEO",,Team Lead,Finance,Role Switch,Leadership,Collaborative,30,9,Java
140,48,Male,Data Analyst,17.6,Finance,"Content Writer, HR Manager, Entrepreneur","Java, Data Analysis, Leadership, Cloud Computing",,Team Lead,Education,Upskilling,Expertise,Reading,28,6,"Cloud Computing, Project Management, Java"
141,22,Male,Entrepreneur,10.9,Marketing,Marketing Specialist,"Leadership, Cloud Computing, Python",None,Business Consultant,Marketing,Role Switch,Expertise,Hands-on,28,10,"Project Management, Data Analysis, Python"
142,54,Male,HR Manager,16.7,Healthcare,"Content Writer, Marketing Specialist","Python, Data Analysis, Leadership",,Team Lead,Marketing,Role Switch,Entrepreneurship,Hands-on,24,4,"Leadership, Java, SEO"
143,51,Male,Software Engineer,5.5,Finance,"Marketing Specialist, HR Manager, Software Engineer","Project Management, Python, Leadership, Data Analysis, Cloud Computing",,Creative Director,Education,Upskilling,Expertise,Reading,7,7,"Java, Project Management"
144,32,Male,Marketing Specialist,11.9,Finance,Content Writer,"Leadership, SEO, Project Management, Python",,Creative Director,Healthcare,Promotion,Expertise,Collaborative,5,7,Project Management
145,33,Female,Data Analyst,17.9,Education,"HR Manager, Content Writer, Software Engineer","SEO, Data Analysis","Google Analytics, Scrum Master",Data Scientist,Education,Upskilling,Leadership,Collaborative,17,10,Leadership
146,26,Female,Entrepreneur,10.4,Finance,Data Analyst,"Python, Data Analysis, Java, Leadership, Cloud Computing",,Project Manager,Finance,Role Switch,Expertise,Collaborative,18,9,Java
147,24,Female,Software Engineer,15.5,Finance,"Entrepreneur, Data Analyst","Java, Python, Leadership, Project Management, Cloud Computing","AWS Certified, PMP, Google Analytics",Team Lead,Education,Promotion,Entrepreneurship,Hands-on,6,8,"SEO, Cloud Computing, Java"
148,50,Female,Entrepreneur,17.6,Healthcare,"Entrepreneur, Marketing Specialist","Project Management, Leadership, Python, Java",Google Analytics,Data Scientist,Education,Role Switch,Expertise,Hands-on,18,1,Project Management
149,35,Male,Software Engineer,12.5,Education,"Data Analyst, HR Manager, Entrepreneur","Data Analysis, SEO, Java, Cloud Computing",,Team Lead,Education,Role Switch,Leadership,Hands-on,5,5,"SEO, Cloud Computing, Java"
150,46,Female,Marketing Specialist,15.2,Education,Content Writer,"Python, Leadership, Cloud Computing",,Team Lead,Education,Upskilling,Entrepreneurship,Reading,23,1,"Data Analysis, Project Management"
151,53,Male,Entrepreneur,13.4,Marketing,"Data Analyst, Content Writer","SEO, Leadership, Python, Data Analysis",Google Analytics,Data Scientist,IT,Promotion,Leadership,Collaborative,15,5,"Leadership, Cloud Computing"
152,27,Male,Content Writer,4.1,Finance,"Software Engineer, Entrepreneur, Data Analyst","Project Management, Data Analysis, Leadership","AWS Certified, Scrum Master",Project Manager,Marketing,Upskilling,Entrepreneurship,Hands-on,17,9,"Cloud Computing, SEO"
153,35,Female,Data Analyst,17.2,Healthcare,"Data Analyst, HR Manager, Marketing Specialist","SEO, Project Management, Python","AWS Certified, Scrum Master, Google Analytics",Project Manager,Finance,Promotion,Leadership,Hands-on,8,2,Cloud Computing
154,49,Male,Entrepreneur,2.1,Healthcare,"Marketing Specialist, Entrepreneur, Software Engineer","Leadership, SEO, Cloud Computing","PMP, AWS Certified",Business Consultant,Finance,Upskilling,Expertise,Hands-on,24,7,"Project Management, SEO"
155,35,Male,Content Writer,4.4,Education,"Software Engineer, Content Writer, Marketing Specialist","Data Analysis, Python","PMP, AWS Certified",Creative Director,Healthcare,Promotion,Leadership,Hands-on,26,9,Project Management
156,48,Male,HR Manager,18.7,Healthcare,"Marketing Specialist, Software Engineer, Content Writer","SEO, Leadership, Data Analysis","Google Analytics, Scrum Master",Project Manager,Education,Upskilling,Leadership,Hands-on,13,2,"Leadership, Project Management, Data Analysis"
157,46,Male,Data Analyst,13.9,Marketing,"Entrepreneur, Content Writer, Data Analyst","SEO, Project Management, Leadership","Scrum Master, AWS Certified, Google Analytics",Team Lead,IT,Upskilling,Leadership,Reading,8,10,Data Analysis
158,35,Female,Content Writer,13.1,Healthcare,"Data Analyst, Entrepreneur","SEO, Python",None,Business Consultant,Healthcare,Role Switch,Leadership,Reading,19,7,"SEO, Project Management"
159,53,Female,HR Manager,2.8,Healthcare,Entrepreneur,"Java, SEO, Leadership","AWS Certified, Google Analytics, PMP",Business Consultant,Healthcare,Upskilling,Expertise,Hands-on,9,3,"Project Management, Cloud Computing, SEO"
160,40,Male,HR Manager,18.6,Education,"Entrepreneur, HR Manager","Cloud Computing, Data Analysis, Project Management",None,Creative Director,Healthcare,Role Switch,Leadership,Reading,27,4,"Project Management, Python, Leadership"
161,52,Female,Marketing Specialist,5.2,Finance,"HR Manager, Data Analyst, Content Writer","Python, SEO, Leadership, Java, Cloud Computing",None,Creative Director,Finance,Promotion,Entrepreneurship,Hands-on,8,6,Project Management
162,35,Female,Entrepreneur,5.1,IT,Software Engineer,"Project Management, Leadership","AWS Certified, Scrum Master, Google Analytics",Data Scientist,Marketing,Promotion,Leadership,Reading,6,5,"Python, Data Analysis"
163,46,Male,Software Engineer,1.6,Marketing,"Software Engineer, Data Analyst, HR Manager","Data Analysis, SEO","Google Analytics, Scrum Master, AWS Certified",Project Manager,Finance,Promotion,Expertise,Hands-on,14,7,Project Management
164,53,Female,Content Writer,10.0,Healthcare,Data Analyst,"Python, Java, Leadership",AWS Certified,Creative Director,Finance,Promotion,Leadership,Reading,16,6,"Cloud Computing, Data Analysis, Java"
165,39,Female,HR Manager,8.0,Healthcare,Content Writer,"Project Management, Python, Cloud Computing","Scrum Master, AWS Certified, PMP",Team Lead,Finance,Upskilling,Expertise,Reading,12,1,"SEO, Project Management"
166,39,Male,Data Analyst,9.2,IT,"Software Engineer, HR Manager, Marketing Specialist","SEO, Data Analysis, Python","Google Analytics, PMP",Business Consultant,Healthcare,Role Switch,Entrepreneurship,Collaborative,22,8,"Java, Cloud Computing"
167,30,Female,Entrepreneur,7.8,Education,Marketing Specialist,"Python, Project Management, Cloud Computing",None,Creative Director,Finance,Promotion,Expertise,Reading,30,5,"Python, Leadership, Project Management"
168,22,Female,HR Manager,15.2,Education,HR Manager,"Leadership, Python, Data Analysis, Cloud Computing",AWS Certified,Project Manager,Education,Promotion,Expertise,Reading,10,8,"Python, Data Analysis"
169,38,Female,Data Analyst,16.2,Marketing,Content Writer,"Python, Project Management, SEO",PMP,Data Scientist,IT,Upskilling,Expertise,Reading,7,8,SEO
170,44,Female,Software Engineer,1.8,Marketing,"Content Writer, Entrepreneur, Software Engineer","Leadership, SEO, Python",,Project Manager,Marketing,Promotion,Expertise,Hands-on,26,2,"Cloud Computing, Python"
171,36,Male,HR Manager,2.8,IT,"Marketing Specialist, HR Manager","Cloud Computing, Leadership, Project Management","AWS Certified, PMP",Data Scientist,Education,Promotion,Leadership,Reading,9,6,Data Analysis
172,37,Male,Content Writer,7.9,Healthcare,Marketing Specialist,"Data Analysis, SEO, Python","Scrum Master, PMP",Creative Director,Education,Promotion,Entrepreneurship,Hands-on,15,1,"SEO, Cloud Computing"
173,37,Male,Entrepreneur,6.0,Education,"Software Engineer, Marketing Specialist, Data Analyst","Data Analysis, SEO","Google Analytics, AWS Certified",Data Scientist,IT,Role Switch,Leadership,Reading,23,9,"Python, Data Analysis, Leadership"
174,32,Female,HR Manager,6.1,Marketing,"Software Engineer, HR Manager, Marketing Specialist","Leadership, SEO, Python, Data Analysis","PMP, AWS Certified, Scrum Master",Project Manager,IT,Upskilling,Leadership,Hands-on,12,3,"Python, Project Management, Java"
175,43,Female,HR Manager,16.3,IT,"Software Engineer, HR Manager","Leadership, SEO",,Data Scientist,Education,Upskilling,Leadership,Collaborative,21,2,Data Analysis
176,29,Female,Data Analyst,13.1,Marketing,"Data Analyst, Content Writer, Marketing Specialist","Python, Data Analysis",None,Business Consultant,Healthcare,Role Switch,Entrepreneurship,Reading,25,8,SEO
177,51,Female,Data Analyst,6.7,Education,"HR Manager, Software Engineer, Data Analyst","Leadership, Python","PMP, AWS Certified",Project Manager,Marketing,Role Switch,Leadership,Collaborative,7,10,"Data Analysis, Java"
178,28,Male,Software Engineer,11.4,Healthcare,"Software Engineer, Data Analyst, Content Writer","Python, Data Analysis, SEO, Leadership, Project Management",,Business Consultant,Healthcare,Role Switch,Entrepreneurship,Hands-on,21,5,SEO
179,25,Female,Entrepreneur,6.7,Healthcare,"Marketing Specialist, Entrepreneur","Data Analysis, Cloud Computing, Project Management","PMP, Scrum Master, Google Analytics",Business Consultant,Marketing,Role Switch,Leadership,Reading,10,8,"SEO, Python"
180,28,Male,Software Engineer,10.5,IT,Data Analyst,"Java, Cloud Computing, Leadership, Data Analysis",PMP,Business Consultant,Healthcare,Promotion,Expertise,Hands-on,21,9,"Java, Cloud Computing"
181,25,Male,Data Analyst,6.6,Finance,"HR Manager, Software Engineer, Entrepreneur","Python, Data Analysis",AWS Certified,Project Manager,Marketing,Role Switch,Leadership,Collaborative,25,5,"Cloud Computing, Leadership"
182,51,Female,Entrepreneur,6.0,Finance,"Content Writer, Marketing Specialist, Entrepreneur","Data Analysis, Cloud Computing, Java",,Team Lead,Education,Role Switch,Entrepreneurship,Collaborative,7,5,"Leadership, SEO"
183,53,Female,Software Engineer,14.2,IT,Data Analyst,"Project Management, Java","Google Analytics, Scrum Master",Creative Director,Healthcare,Upskilling,Entrepreneurship,Reading,14,7,"Project Management, Leadership, Data Analysis"
184,55,Female,Entrepreneur,3.5,Finance,"Entrepreneur, Content Writer, Software Engineer","Data Analysis, Python, Project Management",PMP,Project Manager,Finance,Upskilling,Leadership,Hands-on,18,4,"Python, Cloud Computing, Java"
185,40,Female,HR Manager,10.0,Marketing,Entrepreneur,"Leadership, Data Analysis, SEO, Cloud Computing","PMP, Scrum Master",Business Consultant,Healthcare,Promotion,Leadership,Hands-on,24,4,SEO
186,51,Male,Content Writer,3.5,Finance,"Software Engineer, Data Analyst","SEO, Leadership, Python","AWS Certified, Google Analytics",Team Lead,IT,Promotion,Entrepreneurship,Reading,13,4,"Leadership, Data Analysis, Java"
187,38,Female,Marketing Specialist,4.3,IT,"Entrepreneur, Data Analyst, Marketing Specialist","Python, Data Analysis, Leadership, Java",None,Creative Director,Healthcare,Role Switch,Leadership,Collaborative,26,6,Data Analysis
188,54,Male,Entrepreneur,4.4,Healthcare,Entrepreneur,"SEO, Java, Project Management",,Project Manager,Healthcare,Promotion,Leadership,Collaborative,29,10,Project Management
189,26,Female,HR Manager,19.5,Finance,Marketing Specialist,"Cloud Computing, SEO, Project Management",PMP,Project Manager,Finance,Upskilling,Expertise,Reading,19,1,"Leadership, Data Analysis"
190,46,Male,Marketing Specialist,16.6,IT,Entrepreneur,"Leadership, Data Analysis, Python, Project Management",Google Analytics,Business Consultant,IT,Promotion,Entrepreneurship,Hands-on,6,4,Python
191,35,Male,Software Engineer,12.2,Finance,"Content Writer, Marketing Specialist, Data Analyst","Cloud Computing, Java, Leadership, Data Analysis, Python","Google Analytics, AWS Certified, Scrum Master",Business Consultant,Healthcare,Promotion,Entrepreneurship,Hands-on,30,1,"Python, SEO"
192,40,Female,Content Writer,12.3,Healthcare,Content Writer,"Python, Leadership, Data Analysis, Cloud Computing",AWS Certified,Data Scientist,Healthcare,Upskilling,Leadership,Collaborative,30,3,"Python, Java"
193,44,Male,Entrepreneur,7.9,Education,"Marketing Specialist, Content Writer","Cloud Computing, Data Analysis, Java",,Team Lead,Finance,Upskilling,Entrepreneurship,Collaborative,26,5,"Data Analysis, Leadership"
194,28,Male,Entrepreneur,9.1,Finance,"Content Writer, Data Analyst","Data Analysis, Java, Project Management, Python, Leadership",None,Data Scientist,Finance,Role Switch,Entrepreneurship,Reading,25,1,Leadership
195,43,Female,Software Engineer,7.6,Education,"Entrepreneur, Software Engineer, Content Writer","Java, Leadership",PMP,Data Scientist,Education,Promotion,Leadership,Reading,28,3,Cloud Computing
196,24,Female,Content Writer,6.0,IT,"Marketing Specialist, Software Engineer","Project Management, Java, Cloud Computing, Data Analysis, Python",None,Team Lead,Education,Role Switch,Entrepreneurship,Reading,12,2,Leadership
197,53,Male,Marketing Specialist,19.6,Marketing,HR Manager,"Cloud Computing, Leadership, Data Analysis, Project Management",None,Team Lead,IT,Promotion,Entrepreneurship,Collaborative,5,8,SEO
198,35,Female,Marketing Specialist,2.1,Healthcare,"Software Engineer, HR Manager","Project Management, SEO, Java, Data Analysis","PMP, AWS Certified, Scrum Master",Business Consultant,Finance,Upskilling,Leadership,Hands-on,27,3,Python
199,39,Female,Software Engineer,2.9,Finance,Entrepreneur,"Data Analysis, Java, Leadership",,Business Consultant,Healthcare,Upskilling,Expertise,Hands-on,21,5,Python
200,52,Female,Content Writer,6.2,IT,"Entrepreneur, Content Writer","Python, Cloud Computing, Java, Project Management",None,Creative Director,IT,Promotion,Leadership,Reading,11,2,Data Analysis
201,40,Male,HR Manager,3.5,Finance,"Marketing Specialist, Software Engineer, Data Analyst","SEO, Java, Project Management","Google Analytics, AWS Certified, PMP",Business Consultant,IT,Promotion,Entrepreneurship,Collaborative,12,4,"SEO, Java"
202,35,Male,Entrepreneur,8.4,Marketing,Content Writer,"SEO, Java, Project Management, Cloud Computing, Leadership",None,Business Consultant,Marketing,Role Switch,Entrepreneurship,Collaborative,15,10,Python
203,43,Male,Data Analyst,2.0,IT,"Software Engineer, Data Analyst, Marketing Specialist","Java, Python","PMP, Scrum Master, AWS Certified",Data Scientist,Education,Role Switch,Leadership,Reading,9,2,"Cloud Computing, Data Analysis"
204,47,Female,Data Analyst,11.3,Marketing,"Software Engineer, HR Manager","Java, Data Analysis, Leadership",None,Project Manager,Finance,Role Switch,Leadership,Collaborative,15,1,"Cloud Computing, SEO, Python"
